record_type|state_code|f_system|station_id|travel_dir|travel_lane|year_record|month_record|day_record|day_of_week|hour_00|hour_01|hour_02|hour_03|hour_04|hour_05|hour_06|hour_07|hour_08|hour_09|hour_10|hour_11|hour_12|hour_13|hour_14|hour_15|hour_16|hour_17|hour_18|hour_19|hour_20|hour_21|hour_22|hour_23|restrictions
V|26|3U|044029|1|1|2023|1|4|4|5|3|2|6|30|70|169|290|237|203|179|181|200|183|177|184|196|142|71|53|36|33|15|14|
V|26|3U|044029|1|1|2023|1|5|5|12|4|2|8|27|62|183|281|236|192|180|184|176|173|165|180|184|158|86|44|40|28|14|13|
V|26|3U|044029|1|1|2023|1|6|6|8|1|6|10|30|57|165|251|223|183|188|205|205|187|168|150|197|170|120|56|54|34|24|16|
V|26|3U|044029|1|1|2023|1|7|7|14|3|3|4|13|26|34|46|85|145|168|199|183|190|155|146|134|109|81|64|42|41|21|19|
V|26|3U|044029|1|1|2023|1|8|1|7|7|0|5|6|24|18|26|69|97|147|122|150|146|110|125|107|98|61|51|39|19|14|13|
V|26|3U|044029|1|1|2023|1|9|2|5|4|5|4|36|65|165|295|222|187|173|165|174|197|191|190|150|182|95|35|30|26|13|10|
V|26|3U|044029|1|1|2023|1|10|3|6|2|2|5|35|72|166|311|249|214|178|184|184|192|189|177|170|159|90|32|32|22|8|12|
V|26|3U|044029|1|1|2023|1|11|4|4|3|6|4|36|74|170|283|230|178|197|187|211|178|162|163|181|167|96|45|44|36|15|7|
V|26|3U|044029|1|1|2023|1|12|5|8|3|4|9|30|73|184|272|233|197|184|164|179|196|162|172|163|183|76|41|50|49|18|12|
V|26|3U|044029|1|1|2023|1|13|6|8|3|4|8|29|69|153|257|232|182|189|195|217|208|186|185|221|178|128|81|44|62|31|16|
V|26|3U|044029|1|1|2023|1|14|7|8|4|5|8|8|35|41|65|85|148|164|221|210|196|161|143|139|148|86|71|55|40|31|21|
V|26|3U|044029|1|1|2023|1|15|1|8|5|5|7|9|20|21|29|50|108|153|129|176|161|121|124|107|97|79|66|44|23|20|5|
V|26|3U|044029|1|1|2023|1|16|2|7|3|3|4|35|66|123|228|203|182|185|171|193|209|176|159|139|162|80|33|37|24|14|7|
V|26|3U|044029|1|1|2023|1|17|3|13|3|2|7|40|62|141|234|208|197|193|215|190|181|166|158|142|148|92|46|33|27|15|14|
V|26|3U|044029|1|1|2023|1|18|4|6|2|4|5|35|75|164|316|257|218|224|186|221|198|205|172|148|182|90|49|46|26|14|13|
V|26|3U|044029|1|1|2023|1|19|5|12|8|4|5|32|72|159|268|205|174|120|118|108|119|114|99|107|95|46|37|25|32|9|6|
V|26|3U|044029|1|1|2023|1|20|6|7|4|8|7|31|66|161|258|198|152|159|193|214|199|171|174|201|164|115|61|49|40|32|17|
V|26|3U|044029|1|1|2023|1|21|7|6|4|2|5|7|29|33|65|107|146|176|216|174|203|130|138|125|120|78|74|38|44|38|12|
V|26|3U|044029|1|1|2023|1|22|1|6|9|4|4|8|16|21|26|54|115|149|134|154|133|126|132|112|94|62|59|37|29|16|5|
V|26|3U|044029|1|1|2023|1|23|2|4|4|6|6|39|64|163|297|248|194|203|201|191|210|178|167|179|171|79|44|33|31|34|19|
V|26|3U|044029|1|1|2023|1|24|3|6|2|3|10|35|62|177|281|262|215|178|184|192|196|180|191|171|155|107|42|33|22|13|15|
V|26|3U|044029|1|1|2023|1|25|4|9|3|3|9|35|65|186|312|250|198|186|163|155|173|142|141|144|126|82|42|40|23|10|12|
V|26|3U|044029|1|1|2023|1|26|5|10|5|3|11|34|63|162|288|226|185|174|154|190|188|188|198|167|168|81|38|39|35|19|10|
V|26|3U|044029|1|1|2023|1|27|6|12|5|5|10|32|56|163|261|214|203|190|202|200|187|183|218|200|208|122|68|72|39|28|20|
V|26|3U|044029|1|1|2023|1|28|7|11|8|3|5|12|22|34|69|110|160|196|213|233|193|137|144|129|132|93|61|50|35|25|17|
V|26|3U|044029|1|1|2023|1|29|1|6|10|3|7|8|14|26|23|44|102|142|104|116|112|122|98|93|98|93|49|33|27|19|12|
V|26|3U|044029|1|1|2023|1|30|2|5|9|4|9|33|64|154|289|237|180|172|162|176|199|183|173|174|171|71|52|27|17|11|9|
V|26|3U|044029|1|1|2023|1|31|3|6|9|7|7|33|70|160|276|237|217|179|143|180|198|179|163|183|148|103|42|37|26|14|13|
V|26|3U|044029|5|1|2023|1|1|1|33|28|14|1|1|8|17|32|20|51|72|107|140|133|131|126|117|103|85|67|45|27|28|15|
V|26|3U|044029|5|1|2023|1|2|2|7|2|2|2|5|13|23|38|54|91|112|138|173|174|212|192|178|163|113|80|47|38|29|15|
V|26|3U|044029|5|1|2023|1|3|3|11|6|3|5|12|44|48|101|117|103|155|177|210|185|241|285|299|290|158|105|73|42|31|18|
V|26|3U|044029|5|1|2023|1|4|4|7|1|4|3|13|36|50|102|108|125|160|139|161|181|255|264|324|295|165|109|79|39|38|11|
V|26|3U|044029|5|1|2023|1|5|5|13|3|3|8|10|32|45|111|100|125|117|144|181|194|224|272|270|313|163|116|77|46|32|15|
V|26|3U|044029|5|1|2023|1|6|6|13|8|5|4|13|34|58|118|95|130|133|170|172|192|216|297|320|270|153|127|88|52|50|15|
V|26|3U|044029|5|1|2023|1|7|7|13|5|2|4|4|10|23|35|41|52|98|148|163|172|220|180|170|135|136|79|67|47|38|28|
V|26|3U|044029|5|1|2023|1|8|1|15|5|3|2|5|8|16|25|33|52|80|111|152|159|148|157|123|109|97|70|53|29|19|18|
V|26|3U|044029|5|1|2023|1|9|2|13|4|4|2|10|36|54|108|108|114|125|141|172|176|233|271|311|303|151|105|77|48|35|18|
V|26|3U|044029|5|1|2023|1|10|3|10|2|2|6|12|35|53|118|121|126|126|158|169|198|223|251|325|295|151|113|63|47|29|8|
V|26|3U|044029|5|1|2023|1|11|4|12|6|3|5|12|37|50|126|113|109|127|151|181|166|228|261|303|302|172|113|94|56|23|18|
V|26|3U|044029|5|1|2023|1|12|5|13|6|6|4|13|32|59|115|113|113|137|139|182|187|211|256|314|307|156|123|96|67|29|15|
V|26|3U|044029|5|1|2023|1|13|6|19|4|2|5|10|40|47|107|115|119|139|179|195|235|234|274|283|307|181|124|101|91|42|25|
V|26|3U|044029|5|1|2023|1|14|7|18|9|2|5|7|10|17|40|49|79|96|120|168|196|219|217|181|177|136|118|81|59|48|15|
V|26|3U|044029|5|1|2023|1|15|1|9|3|5|3|3|3|16|28|27|51|100|119|156|169|176|145|140|119|106|72|43|22|26|18|
V|26|3U|044029|5|1|2023|1|16|2|7|4|1|5|11|30|50|80|77|95|116|173|153|206|202|228|289|275|117|94|94|46|24|24|
V|26|3U|044029|5|1|2023|1|17|3|10|6|3|6|14|39|45|95|87|96|131|159|179|179|204|251|282|305|142|100|65|51|29|9|
V|26|3U|044029|5|1|2023|1|18|4|13|6|3|7|15|33|52|97|106|107|139|173|189|194|233|332|294|319|188|123|101|64|26|20|
V|26|3U|044029|5|1|2023|1|19|5|13|8|3|5|14|35|52|102|87|91|113|105|150|151|146|186|192|209|90|70|62|23|21|12|
V|26|3U|044029|5|1|2023|1|20|6|7|9|5|6|16|34|59|87|92|104|118|172|189|216|216|228|270|259|186|127|98|78|56|24|
V|26|3U|044029|5|1|2023|1|21|7|17|8|5|3|6|18|19|30|57|66|110|140|163|174|189|179|168|158|111|95|75|53|55|33|
V|26|3U|044029|5|1|2023|1|22|1|19|5|9|3|3|8|11|28|28|59|82|118|169|165|147|161|145|121|104|71|51|36|21|6|
V|26|3U|044029|5|1|2023|1|23|2|14|3|1|3|12|38|52|102|100|113|120|167|196|212|224|246|333|318|155|112|84|53|30|17|
V|26|3U|044029|5|1|2023|1|24|3|18|5|1|5|16|33|61|121|112|108|130|166|177|196|236|277|320|325|146|129|96|41|29|10|
V|26|3U|044029|5|1|2023|1|25|4|12|6|5|6|15|34|55|111|111|116|142|140|156|179|196|239|277|270|157|119|69|49|35|18|
V|26|3U|044029|5|1|2023|1|26|5|9|7|8|5|20|36|57|114|109|118|115|135|148|164|219|263|275|326|153|111|77|60|40|23|
V|26|3U|044029|5|1|2023|1|27|6|12|8|7|6|12|33|58|111|106|116|147|134|195|206|238|284|298|265|154|110|95|71|54|54|
V|26|3U|044029|5|1|2023|1|28|7|20|11|4|6|3|14|16|44|44|80|127|160|180|181|186|248|184|166|119|110|84|67|50|22|
V|26|3U|044029|5|1|2023|1|29|1|20|9|9|3|1|9|17|34|37|39|80|103|111|141|165|150|85|88|95|62|35|36|22|14|
V|26|3U|044029|5|1|2023|1|30|2|4|12|6|6|10|37|54|106|100|107|127|157|172|189|200|270|263|295|190|108|76|41|31|19|
V|26|3U|044029|5|1|2023|1|31|3|6|9|4|6|14|37|50|134|94|116|113|161|158|173|231|294|264|333|142|110|84|32|37|16|
V|26|3R|064249|2|1|2023|1|1|1|23|25|21|12|5|5|12|13|35|47|106|157|185|175|136|167|149|150|122|102|83|44|33|23|
V|26|3R|064249|2|1|2023|1|2|2|18|10|5|6|10|9|32|53|89|87|101|153|174|172|171|230|176|166|141|134|76|51|27|21|
V|26|3R|064249|2|1|2023|1|3|3|9|6|4|11|23|35|66|144|119|106|136|161|194|168|185|261|247|245|138|109|83|57|35|26|
V|26|3R|064249|2|1|2023|1|4|4|8|5|7|10|22|40|72|142|138|125|132|151|177|199|187|224|250|246|160|97|92|75|24|29|
V|26|3R|064249|2|1|2023|1|5|5|8|4|7|7|20|38|78|146|125|143|160|195|178|181|208|247|264|260|156|127|76|60|49|22|
V|26|3R|064249|2|1|2023|1|6|6|14|13|3|8|19|32|76|138|141|154|163|193|177|190|262|297|300|289|238|166|146|74|60|38|
V|26|3R|064249|2|1|2023|1|7|7|14|13|10|5|6|10|29|69|74|139|146|237|213|195|184|216|190|177|174|127|118|73|53|38|
V|26|3R|064249|2|1|2023|1|8|1|12|18|8|6|3|3|21|29|47|75|88|114|161|195|179|181|167|157|137|129|80|37|18|17|
V|26|3R|064249|2|1|2023|1|9|2|15|7|3|7|17|37|75|133|121|127|150|185|171|180|217|245|230|235|129|94|69|66|24|23|
V|26|3R|064249|2|1|2023|1|10|3|8|5|4|9|8|33|68|144|106|141|148|150|156|176|187|232|263|236|147|102|74|70|45|21|
V|26|3R|064249|2|1|2023|1|11|4|13|7|7|9|16|27|79|124|121|115|144|179|161|176|208|238|254|267|163|109|76|45|32|23|
V|26|3R|064249|2|1|2023|1|12|5|5|6|6|6|15|32|78|123|138|124|145|175|198|181|198|231|255|245|159|123|107|63|42|23|
V|26|3R|064249|2|1|2023|1|13|6|14|9|6|9|11|34|67|99|117|120|147|197|237|213|271|282|305|336|294|236|184|119|62|30|
V|26|3R|064249|2|1|2023|1|14|7|28|14|5|12|7|13|28|59|87|137|152|232|253|196|202|180|182|177|145|128|85|67|63|36|
V|26|3R|064249|2|1|2023|1|15|1|24|10|9|6|2|4|22|22|51|66|117|161|174|174|189|175|182|176|152|109|87|49|27|15|
V|26|3R|064249|2|1|2023|1|16|2|7|3|3|7|18|32|84|109|120|147|153|140|170|159|202|229|244|208|131|87|62|43|24|14|
V|26|3R|064249|2|1|2023|1|17|3|10|3|6|7|14|32|63|108|113|129|148|152|154|164|173|255|254|257|142|85|74|64|39|27|
V|26|3R|064249|2|1|2023|1|18|4|10|5|9|9|9|34|83|133|122|135|155|176|185|169|192|236|247|273|165|124|75|55|24|23|
V|26|3R|064249|2|1|2023|1|19|5|8|8|5|7|12|33|72|114|105|100|105|112|127|144|166|201|206|216|159|98|85|57|45|29|
V|26|3R|064249|2|1|2023|1|20|6|9|12|7|13|13|28|66|130|121|139|149|172|201|202|244|291|309|285|245|201|143|90|67|54|
V|26|3R|064249|2|1|2023|1|21|7|25|19|5|7|7|8|26|43|70|101|142|197|220|205|213|204|180|171|175|152|106|66|55|50|
V|26|3R|064249|2|1|2023|1|22|1|30|14|12|8|3|5|15|22|51|58|86|102|159|123|133|140|171|150|144|74|64|40|26|25|
V|26|3R|064249|2|1|2023|1|23|2|10|3|4|5|20|32|79|125|112|144|151|161|183|160|209|208|221|242|149|109|73|63|30|19|
V|26|3R|064249|2|1|2023|1|24|3|10|9|1|6|12|33|82|124|135|142|165|177|176|177|190|240|258|238|165|101|85|67|26|33|
V|26|3R|064249|2|1|2023|1|25|4|15|5|3|10|11|29|81|133|110|113|142|140|173|137|148|189|188|235|157|103|64|39|19|23|
V|26|3R|064249|2|1|2023|1|26|5|6|5|8|13|11|27|75|123|123|101|117|137|134|179|186|249|273|234|154|117|106|61|52|34|
V|26|3R|064249|2|1|2023|1|27|6|21|9|6|6|16|25|67|123|125|123|157|185|204|194|272|286|284|291|216|147|117|109|41|29|
V|26|3R|064249|2|1|2023|1|28|7|13|12|11|7|9|11|21|39|66|117|142|182|150|195|181|196|169|174|163|120|93|78|47|32|
V|26|3R|064249|2|1|2023|1|29|1|23|13|5|1|5|7|11|12|17|36|58|116|142|159|160|125|156|142|120|84|61|45|25|16|
V|26|3R|064249|2|1|2023|1|30|2|11|4|5|6|19|46|79|130|114|158|152|131|175|184|175|213|214|242|144|105|68|54|30|26|
V|26|3R|064249|2|1|2023|1|31|3|15|10|6|5|15|35|76|119|113|136|130|150|165|181|200|216|253|279|143|106|91|54|30|20|
V|26|3R|064249|2|2|2023|1|1|1|8|5|2|5|3|5|11|5|6|6|3|12|18|52|46|46|33|28|40|26|15|11|14|10|
V|26|3R|064249|2|2|2023|1|2|2|4|7|4|1|2|3|8|17|18|31|26|33|43|27|38|47|53|48|39|23|19|20|11|9|
V|26|3R|064249|2|2|2023|1|3|3|3|7|4|3|3|2|16|33|15|32|45|33|31|37|50|78|76|81|25|26|31|16|14|9|
V|26|3R|064249|2|2|2023|1|4|4|5|5|4|7|2|6|15|32|30|32|27|40|50|34|54|66|76|60|45|34|29|32|12|9|
V|26|3R|064249|2|2|2023|1|5|5|5|2|3|4|1|8|11|32|36|34|34|44|46|36|49|63|87|72|57|41|27|23|10|7|
V|26|3R|064249|2|2|2023|1|6|6|3|5|1|6|4|8|12|32|25|44|33|43|45|66|81|74|108|119|90|71|54|23|16|28|
V|26|3R|064249|2|2|2023|1|7|7|4|7|5|1|5|3|6|17|15|27|40|50|63|64|43|60|54|39|45|32|32|14|16|10|
V|26|3R|064249|2|2|2023|1|8|1|7|1|5|2|2|1|5|10|8|17|19|24|34|56|34|39|30|35|25|25|21|13|9|6|
V|26|3R|064249|2|2|2023|1|9|2|6|3|1|4|7|9|23|37|28|17|25|26|33|45|52|54|60|65|35|25|19|8|10|10|
V|26|3R|064249|2|2|2023|1|10|3|9|2|3|6|4|4|15|24|25|21|35|32|46|38|37|57|72|75|41|21|17|15|15|5|
V|26|3R|064249|2|2|2023|1|11|4|2|0|4|3|0|3|13|25|33|27|37|30|40|31|48|56|75|68|46|33|18|20|12|14|
V|26|3R|064249|2|2|2023|1|12|5|10|2|3|6|6|9|19|28|34|35|31|32|50|36|47|78|64|81|46|34|34|13|13|7|
V|26|3R|064249|2|2|2023|1|13|6|8|2|4|4|3|2|14|16|30|59|42|45|58|75|76|95|117|131|99|100|61|40|34|11|
V|26|3R|064249|2|2|2023|1|14|7|14|4|5|3|3|3|3|16|27|50|67|83|92|58|78|76|46|56|56|35|23|26|12|10|
V|26|3R|064249|2|2|2023|1|15|1|12|5|1|0|4|2|3|10|10|13|29|29|54|45|54|47|38|45|44|21|18|16|8|6|
V|26|3R|064249|2|2|2023|1|16|2|7|2|1|3|6|10|15|27|27|38|40|47|33|40|39|61|44|57|32|23|12|9|12|7|
V|26|3R|064249|2|2|2023|1|17|3|4|2|2|7|5|4|19|47|33|32|41|29|48|29|38|66|53|59|29|28|22|12|7|11|
V|26|3R|064249|2|2|2023|1|18|4|7|4|1|4|2|1|14|29|27|39|31|39|40|39|44|48|66|83|45|38|20|15|8|7|
V|26|3R|064249|2|2|2023|1|19|5|7|4|2|6|3|5|13|34|25|23|30|42|34|22|38|44|61|58|43|32|38|21|15|6|
V|26|3R|064249|2|2|2023|1|20|6|5|5|3|5|3|3|9|26|15|18|33|34|54|54|77|88|105|87|87|71|53|40|28|13|
V|26|3R|064249|2|2|2023|1|21|7|10|13|4|2|8|2|10|15|24|30|40|54|71|45|68|69|62|38|49|43|24|23|12|9|
V|26|3R|064249|2|2|2023|1|22|1|9|1|4|1|2|2|5|3|8|17|19|23|31|27|43|28|46|30|32|23|21|15|4|5|
V|26|3R|064249|2|2|2023|1|23|2|7|0|5|3|5|5|14|28|27|32|25|29|34|36|44|49|53|70|53|33|22|16|11|10|
V|26|3R|064249|2|2|2023|1|24|3|4|1|1|3|1|7|13|24|35|23|28|31|35|36|43|60|62|58|38|23|24|11|9|10|
V|26|3R|064249|2|2|2023|1|25|4|4|2|2|2|1|3|15|34|27|27|36|47|39|45|44|32|47|32|9|3|7|4|13|5|
V|26|3R|064249|2|2|2023|1|26|5|3|4|5|1|7|10|13|25|25|22|38|36|32|36|47|52|69|67|46|48|32|24|11|15|
V|26|3R|064249|2|2|2023|1|27|6|6|5|3|4|6|5|14|27|21|25|43|59|63|58|83|95|111|110|96|82|67|46|21|24|
V|26|3R|064249|2|2|2023|1|28|7|7|11|5|1|9|6|8|9|24|36|36|44|52|60|35|39|46|39|40|32|24|20|8|9|
V|26|3R|064249|2|2|2023|1|29|1|3|14|8|7|1|1|12|9|10|8|1|1|4|11|28|38|46|34|33|33|25|16|6|11|
V|26|3R|064249|2|2|2023|1|30|2|4|3|3|6|3|3|5|0|4|9|34|44|36|48|53|59|58|59|26|22|18|8|7|10|
V|26|3R|064249|2|2|2023|1|31|3|8|4|3|4|3|6|10|25|22|32|26|32|40|43|43|61|60|79|33|21|27|13|6|5|
V|26|3R|064249|6|1|2023|1|1|1|21|16|9|20|4|12|21|24|77|140|224|257|284|313|251|228|221|216|130|82|67|41|19|15|
V|26|3R|064249|6|1|2023|1|2|2|6|7|6|4|14|38|61|114|128|191|286|326|323|332|278|280|236|182|110|61|45|34|12|10|
V|26|3R|064249|6|1|2023|1|3|3|6|3|5|12|41|103|158|248|197|224|223|235|232|200|213|219|210|151|74|44|40|20|15|5|
V|26|3R|064249|6|1|2023|1|4|4|7|1|1|10|33|94|149|236|215|189|202|207|222|216|197|199|220|147|88|55|30|30|19|13|
V|26|3R|064249|6|1|2023|1|5|5|6|5|5|12|29|93|141|233|188|191|203|217|212|209|181|184|211|160|109|53|40|22|14|6|
V|26|3R|064249|6|1|2023|1|6|6|5|3|7|15|30|85|139|196|185|211|220|214|245|219|222|224|226|213|130|69|54|34|22|12|
V|26|3R|064249|6|1|2023|1|7|7|8|10|6|7|11|35|68|92|168|191|223|245|223|219|222|183|167|144|112|70|54|46|36|13|
V|26|3R|064249|6|1|2023|1|8|1|10|10|3|3|12|15|28|36|100|169|207|230|295|252|230|243|235|170|131|80|45|34|16|9|
V|26|3R|064249|6|1|2023|1|9|2|7|3|6|20|37|90|155|229|227|220|216|212|196|181|196|199|213|165|85|36|22|28|15|3|
V|26|3R|064249|6|1|2023|1|10|3|3|7|6|17|31|89|149|239|201|205|210|207|219|208|222|202|203|133|92|43|23|27|21|8|
V|26|3R|064249|6|1|2023|1|11|4|5|2|4|16|33|83|157|207|201|180|204|192|202|204|188|206|192|161|86|54|30|20|12|7|
V|26|3R|064249|6|1|2023|1|12|5|3|4|5|15|30|91|138|218|192|194|186|197|245|186|179|169|198|139|80|61|25|23|12|13|
V|26|3R|064249|6|1|2023|1|13|6|6|9|4|12|26|72|118|194|168|196|197|230|223|202|184|231|219|187|121|70|56|38|21|14|
V|26|3R|064249|6|1|2023|1|14|7|10|6|8|2|8|18|47|75|136|176|224|240|215|179|190|197|193|184|114|79|50|38|24|15|
V|26|3R|064249|6|1|2023|1|15|1|7|5|1|4|5|16|27|53|85|163|221|252|259|272|253|264|218|176|130|97|58|24|24|12|
V|26|3R|064249|6|1|2023|1|16|2|4|3|3|13|35|85|140|227|165|184|221|273|255|287|236|255|233|169|114|51|25|21|22|1|
V|26|3R|064249|6|1|2023|1|17|3|4|3|6|11|29|97|146|226|209|185|184|200|206|206|190|181|192|152|67|51|30|33|22|8|
V|26|3R|064249|6|1|2023|1|18|4|3|8|8|14|26|81|147|233|224|238|208|217|210|217|198|208|218|163|99|52|37|31|11|10|
V|26|3R|064249|6|1|2023|1|19|5|7|1|5|15|25|82|129|198|158|156|121|142|160|154|159|168|183|142|93|41|25|20|12|16|
V|26|3R|064249|6|1|2023|1|20|6|3|4|5|10|26|70|109|185|205|156|189|176|225|202|219|202|227|185|118|68|53|36|26|20|
V|26|3R|064249|6|1|2023|1|21|7|4|10|7|2|13|38|50|112|140|181|230|256|231|197|201|179|134|136|94|76|44|32|28|23|
V|26|3R|064249|6|1|2023|1|22|1|13|7|7|3|15|18|23|45|72|141|218|217|265|241|237|212|207|162|91|84|51|41|13|10|
V|26|3R|064249|6|1|2023|1|23|2|3|6|8|14|46|101|156|224|210|212|227|206|214|206|208|182|193|160|84|49|30|44|17|4|
V|26|3R|064249|6|1|2023|1|24|3|4|4|4|15|28|81|153|236|219|201|193|200|201|200|207|202|188|167|104|47|42|41|16|9|
V|26|3R|064249|6|1|2023|1|25|4|4|8|3|14|23|88|153|209|190|177|166|147|166|144|154|163|170|117|65|30|19|19|24|5|
V|26|3R|064249|6|1|2023|1|26|5|3|0|7|8|28|76|129|190|150|154|195|169|183|190|184|187|201|142|111|43|23|20|14|6|
V|26|3R|064249|6|1|2023|1|27|6|7|6|2|12|21|78|128|174|181|166|191|215|223|209|234|243|244|179|98|60|32|28|12|14|
V|26|3R|064249|6|1|2023|1|28|7|6|3|6|6|7|25|40|91|118|171|231|247|197|193|171|164|148|127|103|65|39|18|24|12|
V|26|3R|064249|6|1|2023|1|29|1|3|3|1|4|6|12|11|43|26|47|50|60|135|202|231|216|165|141|109|64|47|24|15|9|
V|26|3R|064249|6|1|2023|1|30|2|5|4|4|22|25|74|143|173|204|181|229|219|204|222|192|182|196|140|89|63|22|30|13|11|
V|26|3R|064249|6|1|2023|1|31|3|7|3|7|18|28|88|146|215|181|170|187|181|224|194|181|196|164|155|81|53|50|25|15|11|
V|26|3R|064249|6|2|2023|1|1|1|5|6|5|6|4|5|5|19|8|4|44|134|138|158|108|99|100|84|48|42|14|12|7|2|
V|26|3R|064249|6|2|2023|1|2|2|1|2|1|1|4|10|14|17|28|56|80|116|129|124|101|110|59|44|35|25|7|8|5|1|
V|26|3R|064249|6|2|2023|1|3|3|5|4|5|3|8|15|26|56|44|50|66|58|67|80|50|65|46|31|21|7|10|8|5|4|
V|26|3R|064249|6|2|2023|1|4|4|8|2|3|5|11|16|33|64|46|49|47|39|63|70|54|43|51|36|24|10|9|8|4|4|
V|26|3R|064249|6|2|2023|1|5|5|5|2|4|6|4|26|31|46|35|41|47|39|52|51|37|46|48|28|27|10|2|10|6|3|
V|26|3R|064249|6|2|2023|1|6|6|6|2|2|5|6|22|21|48|38|36|50|70|60|54|61|62|79|57|28|15|8|4|5|5|
V|26|3R|064249|6|2|2023|1|7|7|6|0|3|0|3|10|12|15|28|33|49|53|56|57|54|57|57|29|29|18|12|13|7|12|
V|26|3R|064249|6|2|2023|1|8|1|1|3|0|2|4|8|6|9|16|29|53|71|82|100|68|81|62|42|32|26|11|9|4|4|
V|26|3R|064249|6|2|2023|1|9|2|4|7|2|8|13|25|25|53|37|46|48|53|51|45|30|33|52|29|13|7|12|5|5|7|
V|26|3R|064249|6|2|2023|1|10|3|6|2|4|4|13|16|20|46|28|44|54|42|43|33|47|36|35|25|25|10|9|4|7|4|
V|26|3R|064249|6|2|2023|1|11|4|5|2|4|2|7|15|20|52|43|60|51|47|51|50|45|49|36|35|21|8|11|5|1|2|
V|26|3R|064249|6|2|2023|1|12|5|9|5|4|2|7|14|25|41|43|33|43|42|60|45|42|48|51|19|19|9|8|3|1|3|
V|26|3R|064249|6|2|2023|1|13|6|4|0|4|4|7|16|14|39|35|30|46|31|52|59|53|54|58|46|31|13|15|3|7|3|
V|26|3R|064249|6|2|2023|1|14|7|3|1|1|3|2|4|6|11|23|26|39|53|51|36|54|51|52|49|43|24|21|11|6|7|
V|26|3R|064249|6|2|2023|1|15|1|1|4|0|0|3|8|7|11|12|36|58|90|79|71|78|93|71|57|43|29|18|6|2|3|
V|26|3R|064249|6|2|2023|1|16|2|3|0|2|8|9|21|17|38|38|41|58|86|106|77|67|83|62|23|30|25|7|10|3|3|
V|26|3R|064249|6|2|2023|1|17|3|2|2|2|5|9|27|36|59|49|46|37|45|62|53|49|47|48|23|15|10|9|7|3|9|
V|26|3R|064249|6|2|2023|1|18|4|2|3|2|4|4|19|24|47|46|38|48|51|43|53|39|63|50|29|13|11|8|8|4|5|
V|26|3R|064249|6|2|2023|1|19|5|4|2|3|5|12|11|37|34|17|33|24|26|27|39|31|33|37|36|20|10|11|7|0|2|
V|26|3R|064249|6|2|2023|1|20|6|6|2|1|3|9|17|21|41|43|29|38|45|64|54|54|51|64|48|25|13|14|7|4|2|
V|26|3R|064249|6|2|2023|1|21|7|2|6|2|1|3|7|9|33|27|33|57|58|57|64|70|55|36|32|29|17|6|6|7|4|
V|26|3R|064249|6|2|2023|1|22|1|3|2|4|2|3|3|4|9|20|45|56|78|118|89|71|65|56|54|40|19|16|9|6|3|
V|26|3R|064249|6|2|2023|1|23|2|3|1|3|3|11|24|26|44|50|54|50|53|49|43|47|32|49|30|19|6|6|2|4|5|
V|26|3R|064249|6|2|2023|1|24|3|6|2|2|3|14|11|31|54|33|35|48|47|53|59|43|50|39|28|18|4|9|9|3|3|
V|26|3R|064249|6|2|2023|1|25|4|3|5|2|4|11|11|30|57|36|39|31|39|31|37|31|42|17|2|19|19|13|8|6|2|
V|26|3R|064249|6|2|2023|1|26|5|6|5|3|10|8|18|34|48|40|42|44|44|37|48|46|39|40|27|20|21|20|7|8|2|
V|26|3R|064249|6|2|2023|1|27|6|7|6|1|3|12|15|24|44|47|49|43|45|47|51|56|53|41|40|29|14|10|6|5|4|
V|26|3R|064249|6|2|2023|1|28|7|8|3|3|6|5|6|17|26|42|28|58|56|53|52|49|47|32|36|21|16|14|11|7|6|
V|26|3R|064249|6|2|2023|1|29|1|5|4|2|1|8|6|19|16|44|86|162|235|179|95|88|86|64|47|36|23|20|7|6|2|
V|26|3R|064249|6|2|2023|1|30|2|0|4|5|3|15|28|16|47|38|47|72|53|54|49|51|64|43|32|20|11|6|5|1|3|
V|26|3R|064249|6|2|2023|1|31|3|2|1|4|2|10|22|25|49|38|85|38|37|52|38|43|51|40|39|16|8|8|6|7|2|
V|26|3R|071369|1|1|2023|1|1|1|20|15|11|7|1|2|11|8|12|27|34|59|75|92|64|86|95|93|83|50|47|24|30|25|
V|26|3R|071369|1|1|2023|1|2|2|12|5|9|3|5|14|24|30|35|51|63|80|109|92|124|127|126|132|106|79|58|49|25|28|
V|26|3R|071369|1|1|2023|1|3|3|9|6|10|2|12|11|40|66|61|98|106|92|101|75|130|162|165|138|76|49|33|26|25|13|
V|26|3R|071369|1|1|2023|1|4|4|8|3|9|4|8|13|43|63|54|73|78|78|86|92|132|151|157|105|73|51|18|36|28|16|
V|26|3R|071369|1|1|2023|1|5|5|14|12|9|4|8|1|16|68|45|68|57|73|74|86|100|128|174|132|96|64|46|36|25|22|
V|26|3R|071369|1|1|2023|1|6|6|17|15|5|2|6|20|38|68|64|82|102|128|137|146|169|199|229|201|131|110|70|51|35|42|
V|26|3R|071369|1|1|2023|1|7|7|22|15|17|6|6|10|16|29|50|101|106|126|128|129|168|199|261|247|198|142|97|53|50|50|
V|26|3R|071369|1|1|2023|1|8|1|21|9|23|3|2|2|16|19|37|47|86|78|90|118|180|192|207|204|182|155|89|53|39|32|
V|26|3R|071369|1|1|2023|1|9|2|10|9|13|20|17|23|39|65|68|91|101|98|116|101|118|157|192|127|77|54|29|33|20|18|
